,COUNTRY,Country,Gender,Field,International mobility,Education level,Year,Value
8710,RUS,Russia,Female,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,5209.0
8715,RUS,Russia,Female,Health and welfare,Total,Doctoral or equivalent level,2019,5280.0
8716,RUS,Russia,Male,Health and welfare,Total,Doctoral or equivalent level,2019,3475.0
8720,RUS,Russia,Male,Services,Total,Doctoral or equivalent level,2019,591.0
8721,SVN,Slovenia,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Doctoral or equivalent level,2019,34.0
8722,SVN,Slovenia,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Doctoral or equivalent level,2019,37.0
8723,SVN,Slovenia,Female,"Business, administration and law",Total,Short-cycle tertiary education,2019,1136.0
8724,SVN,Slovenia,Male,"Business, administration and law",Total,Bachelor’s or equivalent level,2019,2740.0
8725,SVN,Slovenia,Female,"Business, administration and law",Homecoming nationals,Master’s or equivalent level,2019,16.0
8726,SVN,Slovenia,Female,"Business, administration and law",Mobile including homecoming nationals,Doctoral or equivalent level,2019,20.0
8727,SVN,Slovenia,Male,"Business, administration and law",Mobile including homecoming nationals,Doctoral or equivalent level,2019,30.0
8728,SVN,Slovenia,Female,"Natural sciences, mathematics and statistics",Total,Short-cycle tertiary education,2019,86.0
8729,SVN,Slovenia,Female,"Natural sciences, mathematics and statistics",Homecoming nationals,Short-cycle tertiary education,2019,0.0
8730,SVN,Slovenia,Female,Information and Communication Technologies (ICTs),Homecoming nationals,Short-cycle tertiary education,2019,1.0
8731,SVN,Slovenia,Male,Information and Communication Technologies (ICTs),Total,Bachelor’s or equivalent level,2019,1936.0
8732,SVN,Slovenia,Female,Information and Communication Technologies (ICTs),Homecoming nationals,Master’s or equivalent level,2019,2.0
8733,SVN,Slovenia,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Doctoral or equivalent level,2019,17.0
8734,SVN,Slovenia,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Short-cycle tertiary education,2019,20.0
8735,SVN,Slovenia,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,221.0
8736,SVN,Slovenia,Male,"Agriculture, forestry, fisheries and veterinary",Total,Short-cycle tertiary education,2019,180.0
8737,SVN,Slovenia,Female,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Short-cycle tertiary education,2019,0.0
8738,SVN,Slovenia,Female,Health and welfare,Mobile including homecoming nationals,Master’s or equivalent level,2019,147.0
8739,SVN,Slovenia,Male,Health and welfare,Mobile including homecoming nationals,Master’s or equivalent level,2019,41.0
8740,SVN,Slovenia,Female,Services,Total,Short-cycle tertiary education,2019,1605.0
8741,SVN,Slovenia,Female,Services,Mobile including homecoming nationals,Master’s or equivalent level,2019,33.0
8742,AUS,Australia,Female,Education,Total,Bachelor’s or equivalent level,2019,58571.106
8745,AUS,Australia,Female,"Business, administration and law",Total,Doctoral or equivalent level,2019,2175.0
8747,AUS,Australia,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Short-cycle tertiary education,2019,6591.0
8748,AUS,Australia,Female,"Engineering, manufacturing and construction",Total,Master’s or equivalent level,2019,9825.981
8749,AUS,Australia,Male,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,2714.815
8750,AUS,Australia,Male,Health and welfare,Total,Short-cycle tertiary education,2019,14575.0
8751,AUT,Austria,Male,Education,Total,Short-cycle tertiary education,2019,1227.472
8752,AUT,Austria,Male,Education,Homecoming nationals,Doctoral or equivalent level,2019,4.879
8753,AUT,Austria,Female,Arts and humanities,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,3890.343
8754,AUT,Austria,Male,Arts and humanities,Homecoming nationals,Bachelor’s or equivalent level,2019,125.283
8755,AUT,Austria,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Master’s or equivalent level,2019,1649.678
8756,AUT,Austria,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Short-cycle tertiary education,2019,11.0
8757,AUT,Austria,Female,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,11443.365
8758,AUT,Austria,Female,"Natural sciences, mathematics and statistics",Total,Master’s or equivalent level,2019,4277.279
8759,AUT,Austria,Female,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,180.924
8760,AUT,Austria,Male,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Bachelor’s or equivalent level,2019,9.444
8761,AUT,Austria,Male,"Agriculture, forestry, fisheries and veterinary",Total,Master’s or equivalent level,2019,631.35
8762,BEL,Belgium,Male,"Business, administration and law",Total,Short-cycle tertiary education,2019,2280.0
8763,BEL,Belgium,Female,"Natural sciences, mathematics and statistics",Homecoming nationals,Doctoral or equivalent level,2019,1.0
8764,BEL,Belgium,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Short-cycle tertiary education,2019,177.0
8765,BEL,Belgium,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Short-cycle tertiary education,2019,7.0
8766,BEL,Belgium,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Doctoral or equivalent level,2019,124.0
8767,BEL,Belgium,Male,Health and welfare,Homecoming nationals,Bachelor’s or equivalent level,2019,45.0
8768,BEL,Belgium,Female,Health and welfare,Homecoming nationals,Master’s or equivalent level,2019,50.0
8770,CAN,Canada,Female,Arts and humanities,Mobile including homecoming nationals,Master’s or equivalent level,2019,990.0
8771,CAN,Canada,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Short-cycle tertiary education,2019,1794.0
8772,CAN,Canada,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,8754.0
8775,CAN,Canada,Male,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,7320.0
8780,CZE,Czech Republic,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Master’s or equivalent level,2019,475.0
8781,CZE,Czech Republic,Female,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,1447.0
8782,CZE,Czech Republic,Male,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,2875.0
8784,CZE,Czech Republic,Male,Health and welfare,Total,Short-cycle tertiary education,2019,0.0
8785,CZE,Czech Republic,Female,Health and welfare,Total,Doctoral or equivalent level,2019,1382.0
8786,CZE,Czech Republic,Male,Services,Total,Doctoral or equivalent level,2019,581.0
8787,DNK,Denmark,Male,"Natural sciences, mathematics and statistics",Total,Doctoral or equivalent level,2019,854.0
8788,DNK,Denmark,Male,Information and Communication Technologies (ICTs),Total,Short-cycle tertiary education,2019,2554.0
8789,DNK,Denmark,Female,Information and Communication Technologies (ICTs),Homecoming nationals,Bachelor’s or equivalent level,2019,15.0
8790,DNK,Denmark,Female,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,0.0
8791,DNK,Denmark,Male,"Engineering, manufacturing and construction",Homecoming nationals,Doctoral or equivalent level,2019,14.0
8792,DNK,Denmark,Female,"Agriculture, forestry, fisheries and veterinary",Total,Short-cycle tertiary education,2019,186.0
8793,DNK,Denmark,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Master’s or equivalent level,2019,163.0
8794,DNK,Denmark,Male,Health and welfare,Total,Doctoral or equivalent level,2019,1117.0
8795,DNK,Denmark,Female,Services,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,240.0
8796,DNK,Denmark,Male,Services,Total,Doctoral or equivalent level,2019,0.0
8797,FIN,Finland,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Doctoral or equivalent level,2019,201.0
8798,FIN,Finland,Female,"Business, administration and law",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1906.0
8801,FIN,Finland,Male,"Engineering, manufacturing and construction",Homecoming nationals,Bachelor’s or equivalent level,2019,469.0
8802,FIN,Finland,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Master’s or equivalent level,2019,409.0
8803,FIN,Finland,Female,"Engineering, manufacturing and construction",Homecoming nationals,Doctoral or equivalent level,2019,53.0
8805,FIN,Finland,Female,"Agriculture, forestry, fisheries and veterinary",Total,Doctoral or equivalent level,2019,289.0
8806,FIN,Finland,Female,Services,Mobile including homecoming nationals,Doctoral or equivalent level,2019,12.0
8807,FIN,Finland,Male,Services,Homecoming nationals,Doctoral or equivalent level,2019,8.0
8808,FRA,France,Male,Education,Mobile including homecoming nationals,Master’s or equivalent level,2019,1022.0
8809,FRA,France,Male,Arts and humanities,Mobile including homecoming nationals,Doctoral or equivalent level,2019,2273.0
8812,FRA,France,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,6249.0
8813,FRA,France,Male,"Agriculture, forestry, fisheries and veterinary",Total,Short-cycle tertiary education,2019,16807.0
8814,FRA,France,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Master’s or equivalent level,2019,287.0
8815,FRA,France,Female,"Agriculture, forestry, fisheries and veterinary",Total,Doctoral or equivalent level,2019,1.0
8816,FRA,France,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Doctoral or equivalent level,2019,0.0
8819,FRA,France,Male,Services,Total,Doctoral or equivalent level,2019,317.0
8820,DEU,Germany,Female,Education,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
8822,DEU,Germany,Male,"Business, administration and law",Total,Master’s or equivalent level,2019,110614.0
8823,DEU,Germany,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Master’s or equivalent level,2019,9983.0
8824,DEU,Germany,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,33091.0
8825,DEU,Germany,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,335.0
8827,GRC,Greece,Female,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,290.0
8828,GRC,Greece,Male,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Master’s or equivalent level,2019,0.0
8829,GRC,Greece,Male,Health and welfare,Total,Bachelor’s or equivalent level,2019,14679.0
8830,GRC,Greece,Female,Health and welfare,Homecoming nationals,Doctoral or equivalent level,2019,0.0
8831,HUN,Hungary,Female,Education,Mobile including homecoming nationals,Doctoral or equivalent level,2019,60.0
8832,HUN,Hungary,Female,"Business, administration and law",Total,Short-cycle tertiary education,2019,4450.0
8833,HUN,Hungary,Female,"Business, administration and law",Mobile including homecoming nationals,Doctoral or equivalent level,2019,42.0
8834,HUN,Hungary,Male,"Engineering, manufacturing and construction",Total,Master’s or equivalent level,2019,4898.0
8835,HUN,Hungary,Female,"Agriculture, forestry, fisheries and veterinary",Total,Master’s or equivalent level,2019,2067.0
8836,HUN,Hungary,Male,Services,Mobile including homecoming nationals,Short-cycle tertiary education,2019,8.0
8837,HUN,Hungary,Female,Services,Total,Bachelor’s or equivalent level,2019,6340.0
8838,HUN,Hungary,Male,Services,Mobile including homecoming nationals,Master’s or equivalent level,2019,65.0
8839,ISL,Iceland,Female,Education,Mobile including homecoming nationals,Master’s or equivalent level,2019,30.0
8840,ISL,Iceland,Male,"Business, administration and law",Homecoming nationals,Master’s or equivalent level,2019,3.0
8841,ISL,Iceland,Male,"Business, administration and law",Total,Doctoral or equivalent level,2019,10.0
8842,ISL,Iceland,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,16.0
8843,ISL,Iceland,Female,"Engineering, manufacturing and construction",Total,Master’s or equivalent level,2019,113.0
8844,ISL,Iceland,Female,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,111.0
8845,ISL,Iceland,Male,Health and welfare,Homecoming nationals,Master’s or equivalent level,2019,2.0
8846,ISL,Iceland,Female,Services,Mobile including homecoming nationals,Master’s or equivalent level,2019,5.0
8847,IRL,Ireland,Male,Arts and humanities,Total,Master’s or equivalent level,2019,827.0
8848,IRL,Ireland,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Short-cycle tertiary education,2019,15.0
8849,IRL,Ireland,Male,"Business, administration and law",Mobile including homecoming nationals,Doctoral or equivalent level,2019,119.0
8850,IRL,Ireland,Female,"Natural sciences, mathematics and statistics",Total,Short-cycle tertiary education,2019,566.0
8851,IRL,Ireland,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Short-cycle tertiary education,2019,9.0
8852,IRL,Ireland,Male,"Natural sciences, mathematics and statistics",Total,Doctoral or equivalent level,2019,1032.0
8856,IRL,Ireland,Female,Services,Total,Bachelor’s or equivalent level,2019,3032.0
8857,IRL,Ireland,Female,Services,Total,Doctoral or equivalent level,2019,11.0
8858,ITA,Italy,Male,Arts and humanities,Total,Bachelor’s or equivalent level,2019,76159.0
8859,ITA,Italy,Female,Arts and humanities,Mobile including homecoming nationals,Doctoral or equivalent level,2019,236.0
8860,ITA,Italy,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Doctoral or equivalent level,2019,203.0
8861,ITA,Italy,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
8862,ITA,Italy,Female,"Engineering, manufacturing and construction",Total,Short-cycle tertiary education,2019,357.0
8864,ITA,Italy,Male,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,18519.0
8867,JPN,Japan,Male,Arts and humanities,Mobile including homecoming nationals,Short-cycle tertiary education,2019,14324.0
8869,JPN,Japan,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Master’s or equivalent level,2019,3370.0
8871,JPN,Japan,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Doctoral or equivalent level,2019,1399.0
8872,JPN,Japan,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Short-cycle tertiary education,2019,87.0
8873,JPN,Japan,Female,Health and welfare,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,184.0
8874,JPN,Japan,Female,Services,Total,Short-cycle tertiary education,2019,84848.0
8876,KOR,Korea,Male,Education,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
8880,KOR,Korea,Female,"Social sciences, journalism and information",Total,Master’s or equivalent level,2019,16054.0
8881,KOR,Korea,Female,"Business, administration and law",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,10580.0
8883,KOR,Korea,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Master’s or equivalent level,2019,269.0
8884,KOR,Korea,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1640.0
8885,KOR,Korea,Female,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,3101.0
8886,KOR,Korea,Female,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,12625.0
8888,KOR,Korea,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Doctoral or equivalent level,2019,69.0
8889,KOR,Korea,Male,Health and welfare,Mobile including homecoming nationals,Short-cycle tertiary education,2019,164.0
8891,LUX,Luxembourg,Male,Education,Total,Bachelor’s or equivalent level,2019,158.0
8892,LUX,Luxembourg,Female,"Social sciences, journalism and information",Homecoming nationals,Doctoral or equivalent level,2019,4.0
8893,LUX,Luxembourg,Female,"Natural sciences, mathematics and statistics",Homecoming nationals,Master’s or equivalent level,2019,5.333
8894,LUX,Luxembourg,Male,Information and Communication Technologies (ICTs),Homecoming nationals,Master’s or equivalent level,2019,6.0
8895,LUX,Luxembourg,Male,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Master’s or equivalent level,2019,0.0
8896,LUX,Luxembourg,Female,"Agriculture, forestry, fisheries and veterinary",Total,Doctoral or equivalent level,2019,0.0
8897,LUX,Luxembourg,Female,Health and welfare,Total,Short-cycle tertiary education,2019,248.0
8898,LUX,Luxembourg,Male,Health and welfare,Homecoming nationals,Bachelor’s or equivalent level,2019,1.0
8899,LUX,Luxembourg,Male,Services,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,0.0
8901,MEX,Mexico,Female,"Social sciences, journalism and information",Total,Bachelor’s or equivalent level,2019,254038.0
8907,MEX,Mexico,Female,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,180.0
8910,MEX,Mexico,Female,"Agriculture, forestry, fisheries and veterinary",Total,Master’s or equivalent level,2019,15695.0
8913,NLD,Netherlands,Male,Arts and humanities,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
8914,NLD,Netherlands,Female,Arts and humanities,Mobile including homecoming nationals,Master’s or equivalent level,2019,2469.0
8915,NLD,Netherlands,Male,Arts and humanities,Homecoming nationals,Master’s or equivalent level,2019,98.0
8916,NLD,Netherlands,Female,"Business, administration and law",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
8917,NLD,Netherlands,Male,"Business, administration and law",Homecoming nationals,Bachelor’s or equivalent level,2019,1700.0
8918,NLD,Netherlands,Female,Information and Communication Technologies (ICTs),Homecoming nationals,Bachelor’s or equivalent level,2019,95.0
8919,NLD,Netherlands,Female,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Bachelor’s or equivalent level,2019,64.0
8920,NLD,Netherlands,Male,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Master’s or equivalent level,2019,22.0
8921,NLD,Netherlands,Female,Health and welfare,Total,Short-cycle tertiary education,2019,1029.0
8922,NLD,Netherlands,Male,Health and welfare,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
8923,NLD,Netherlands,Female,Health and welfare,Total,Bachelor’s or equivalent level,2019,78539.0
8924,NLD,Netherlands,Male,Health and welfare,Total,Bachelor’s or equivalent level,2019,24542.0
8925,NLD,Netherlands,Male,Health and welfare,Total,Master’s or equivalent level,2019,5005.0
8926,NZL,New Zealand,Male,Arts and humanities,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1169.898
8930,NZL,New Zealand,Male,"Business, administration and law",Total,Short-cycle tertiary education,2019,4105.787
8931,NZL,New Zealand,Male,"Business, administration and law",Total,Bachelor’s or equivalent level,2019,17834.314
8933,NZL,New Zealand,Male,"Business, administration and law",Total,Master’s or equivalent level,2019,2631.721
8934,NZL,New Zealand,Male,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,8080.876
8935,NZL,New Zealand,Male,"Natural sciences, mathematics and statistics",Total,Master’s or equivalent level,2019,774.12
8936,NZL,New Zealand,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Master’s or equivalent level,2019,205.431
8937,NZL,New Zealand,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Doctoral or equivalent level,2019,618.664
8940,NZL,New Zealand,Female,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Doctoral or equivalent level,2019,103.377
8941,NZL,New Zealand,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Master’s or equivalent level,2019,706.921
8942,NZL,New Zealand,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Master’s or equivalent level,2019,81.48
8943,NZL,New Zealand,Male,"Agriculture, forestry, fisheries and veterinary",Total,Doctoral or equivalent level,2019,152.717
8944,NZL,New Zealand,Female,Services,Total,Doctoral or equivalent level,2019,54.822
8945,NOR,Norway,Male,Education,Homecoming nationals,Short-cycle tertiary education,2019,0.0
8946,NOR,Norway,Male,Education,Mobile including homecoming nationals,Master’s or equivalent level,2019,79.0
8947,NOR,Norway,Male,Arts and humanities,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,582.0
8948,NOR,Norway,Male,"Business, administration and law",Homecoming nationals,Master’s or equivalent level,2019,5.0
8949,NOR,Norway,Male,Information and Communication Technologies (ICTs),Total,Bachelor’s or equivalent level,2019,8020.0
8950,NOR,Norway,Female,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Bachelor’s or equivalent level,2019,1.0
8951,NOR,Norway,Male,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Doctoral or equivalent level,2019,1.0
8952,NOR,Norway,Female,Services,Total,Doctoral or equivalent level,2019,48.0
8953,POL,Poland,Male,Education,Mobile including homecoming nationals,Doctoral or equivalent level,2019,15.0
8954,POL,Poland,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
8955,POL,Poland,Female,"Social sciences, journalism and information",Total,Master’s or equivalent level,2019,45463.0
8957,POL,Poland,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
8959,POL,Poland,Male,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,647.0
8960,POL,Poland,Female,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,2255.0
8961,POL,Poland,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Doctoral or equivalent level,2019,95.0
8963,POL,Poland,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,107.0
8966,POL,Poland,Female,Health and welfare,Mobile including homecoming nationals,Doctoral or equivalent level,2019,13.0
8967,POL,Poland,Female,Services,Total,Short-cycle tertiary education,2019,0.0
8968,PRT,Portugal,Male,Education,Homecoming nationals,Master’s or equivalent level,2019,5.0
8969,PRT,Portugal,Female,Education,Total,Doctoral or equivalent level,2019,1024.0
8970,PRT,Portugal,Male,"Business, administration and law",Mobile including homecoming nationals,Short-cycle tertiary education,2019,253.0
8971,PRT,Portugal,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,201.0
8972,PRT,Portugal,Female,"Natural sciences, mathematics and statistics",Homecoming nationals,Bachelor’s or equivalent level,2019,64.0
8973,PRT,Portugal,Male,"Natural sciences, mathematics and statistics",Homecoming nationals,Bachelor’s or equivalent level,2019,26.0
8974,PRT,Portugal,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Doctoral or equivalent level,2019,423.0
8975,PRT,Portugal,Male,Information and Communication Technologies (ICTs),Total,Short-cycle tertiary education,2019,2531.0
8976,PRT,Portugal,Female,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,120.0
8977,PRT,Portugal,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Short-cycle tertiary education,2019,29.0
8978,PRT,Portugal,Male,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Doctoral or equivalent level,2019,1.0
8979,PRT,Portugal,Male,Health and welfare,Total,Bachelor’s or equivalent level,2019,5754.0
8980,PRT,Portugal,Male,Health and welfare,Total,Doctoral or equivalent level,2019,824.0
8981,PRT,Portugal,Female,Health and welfare,Homecoming nationals,Doctoral or equivalent level,2019,18.0
8982,PRT,Portugal,Female,Services,Homecoming nationals,Master’s or equivalent level,2019,19.0
8983,PRT,Portugal,Female,Services,Total,Doctoral or equivalent level,2019,431.0
8984,SVK,Slovak Republic,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
8985,SVK,Slovak Republic,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Doctoral or equivalent level,2019,8.0
8986,SVK,Slovak Republic,Female,"Social sciences, journalism and information",Homecoming nationals,Doctoral or equivalent level,2019,0.0
8987,SVK,Slovak Republic,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Doctoral or equivalent level,2019,46.0
8988,SVK,Slovak Republic,Female,"Natural sciences, mathematics and statistics",Homecoming nationals,Doctoral or equivalent level,2019,0.0
8989,SVK,Slovak Republic,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
8990,SVK,Slovak Republic,Female,"Engineering, manufacturing and construction",Homecoming nationals,Doctoral or equivalent level,2019,0.0
8991,SVK,Slovak Republic,Female,Health and welfare,Homecoming nationals,Bachelor’s or equivalent level,2019,0.0
8992,SVK,Slovak Republic,Male,Services,Mobile including homecoming nationals,Master’s or equivalent level,2019,37.0
8993,SVK,Slovak Republic,Female,Services,Total,Doctoral or equivalent level,2019,112.0
8994,SVK,Slovak Republic,Female,Services,Mobile including homecoming nationals,Doctoral or equivalent level,2019,3.0
8995,ESP,Spain,Female,Arts and humanities,Mobile including homecoming nationals,Doctoral or equivalent level,2019,1352.0
8996,ESP,Spain,Male,"Social sciences, journalism and information",Total,Short-cycle tertiary education,2019,693.0
8997,ESP,Spain,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Master’s or equivalent level,2019,2333.0
8999,ESP,Spain,Male,"Business, administration and law",Total,Master’s or equivalent level,2019,23941.0
9000,ESP,Spain,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Short-cycle tertiary education,2019,193.0
9001,ESP,Spain,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,467.0
9002,ESP,Spain,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Short-cycle tertiary education,2019,18.0
9003,ESP,Spain,Female,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Master’s or equivalent level,2019,19.0
9004,ESP,Spain,Male,Health and welfare,Mobile including homecoming nationals,Short-cycle tertiary education,2019,169.0
9005,ESP,Spain,Female,Health and welfare,Homecoming nationals,Master’s or equivalent level,2019,104.0
9006,SWE,Sweden,Female,Education,Total,Short-cycle tertiary education,2019,12.836
9009,SWE,Sweden,Male,Arts and humanities,Mobile including homecoming nationals,Doctoral or equivalent level,2019,96.55
9011,SWE,Sweden,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,12.412
9014,SWE,Sweden,Female,Health and welfare,Total,Master’s or equivalent level,2019,20491.931
9015,SWE,Sweden,Female,Health and welfare,Mobile including homecoming nationals,Master’s or equivalent level,2019,1040.802
9016,SWE,Sweden,Male,Services,Total,Master’s or equivalent level,2019,257.454
9017,CHE,Switzerland,Male,Arts and humanities,Homecoming nationals,Short-cycle tertiary education,2019,0.0
9018,CHE,Switzerland,Male,Arts and humanities,Total,Bachelor’s or equivalent level,2019,6426.0
9019,CHE,Switzerland,Male,Arts and humanities,Mobile including homecoming nationals,Doctoral or equivalent level,2019,685.0
9020,CHE,Switzerland,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1276.0
9021,CHE,Switzerland,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,577.0
9022,CHE,Switzerland,Female,"Social sciences, journalism and information",Homecoming nationals,Bachelor’s or equivalent level,2019,284.0
9023,CHE,Switzerland,Male,"Business, administration and law",Homecoming nationals,Bachelor’s or equivalent level,2019,422.0
9024,CHE,Switzerland,Male,"Natural sciences, mathematics and statistics",Total,Short-cycle tertiary education,2019,0.0
9025,CHE,Switzerland,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
9026,CHE,Switzerland,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Master’s or equivalent level,2019,1044.0
9027,CHE,Switzerland,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Master’s or equivalent level,2019,1359.0
9028,CHE,Switzerland,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1100.0
9029,CHE,Switzerland,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Master’s or equivalent level,2019,2245.0
9030,CHE,Switzerland,Male,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Short-cycle tertiary education,2019,0.0
9031,CHE,Switzerland,Female,Health and welfare,Homecoming nationals,Short-cycle tertiary education,2019,0.0
9032,CHE,Switzerland,Male,Health and welfare,Homecoming nationals,Short-cycle tertiary education,2019,0.0
