"COUNTRY","Country","ISC11A","ISC11A","SEX","Gender","AGE","Age","EARN_CATEGORY","EARN_CATEGORY","INDICATOR","Indicator","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"COL","Colombia","L5","Short-cycle tertiary education","F","Women","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"SVK","Slovak Republic","L6","Bachelor’s or equivalent education","F","Women","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"CHE","Switzerland","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",51.57495,"w","Includes data from another category"
"DNK","Denmark","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",66.03109,,
"HUN","Hungary","L6","Bachelor’s or equivalent education","M","Men","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"FRA","France","L6","Bachelor’s or equivalent education","M","Men","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",,"c","Data below the publication limit"
"TUR","Turkey","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"POL","Poland","L5","Short-cycle tertiary education","F","Women","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"DNK","Denmark","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",5.915474,,
"CHE","Switzerland","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",7.194618,"w","Includes data from another category"
"CRI","Costa Rica","L6","Bachelor’s or equivalent education","M","Men","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.8980677,,
"AUT","Austria","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",9.281925,,
"CHE","Switzerland","L6","Bachelor’s or equivalent education","T","Total","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",32.08676,"w","Includes data from another category"
"SWE","Sweden","L5","Short-cycle tertiary education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",45.71943,,
"COL","Colombia","L6","Bachelor’s or equivalent education","T","Total","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"HUN","Hungary","L6","Bachelor’s or equivalent education","F","Women","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"KOR","Korea","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"c","Data below the publication limit"
"PRT","Portugal","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"MEX","Mexico","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",91.2842,,
"FIN","Finland","L5","Short-cycle tertiary education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",77.34409,,
"ITA","Italy","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",,"x","Data included in another category"
"E22","European Union 22 members in OECD","L6","Bachelor’s or equivalent education","T","Total","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"CRI","Costa Rica","L6","Bachelor’s or equivalent education","M","Men","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",4.309881,,
"SVK","Slovak Republic","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"E22","European Union 22 members in OECD","L5","Short-cycle tertiary education","F","Women","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"LUX","Luxembourg","L6","Bachelor’s or equivalent education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",72.16858,,
"USA","United States","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",66.83479,,
"NZL","New Zealand","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",15.49541,,
"FRA","France","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",9.48473,,
"DEU","Germany","L5","Short-cycle tertiary education","M","Men","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",17.44115,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",4.783103,,
"LUX","Luxembourg","L6","Bachelor’s or equivalent education","T","Total","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"c","Data below the publication limit"
"ESP","Spain","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",8.063594,,
"HUN","Hungary","L5","Short-cycle tertiary education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"G20","G20","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"CHL","Chile","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",9.770659,,
"FIN","Finland","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",21.10487,,
"USA","United States","L5","Short-cycle tertiary education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",53.03507,,
"MEX","Mexico","L6","Bachelor’s or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",87.0732,,
"CHL","Chile","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",14.60785,,
"ESP","Spain","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",73.87638,,
"HUN","Hungary","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"NZL","New Zealand","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",84.67685,,
"COL","Colombia","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"DEU","Germany","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",13.69764,,
"SWE","Sweden","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",9.723839,,
"TUR","Turkey","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"SVN","Slovenia","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"DNK","Denmark","L5","Short-cycle tertiary education","T","Total","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",13.99025,,
"CHE","Switzerland","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",77.82822,"w","Includes data from another category"
"NLD","Netherlands","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"SWE","Sweden","L6","Bachelor’s or equivalent education","F","Women","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",60.91642,,
"COL","Colombia","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"OAVG","OECD - Average","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,65.8129,,
"LVA","Latvia","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",37.40434,,
"DEU","Germany","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",11.88331,,
"DNK","Denmark","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",35.20805,,
"BEL","Belgium","L6","Bachelor’s or equivalent education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",41.42567,"b","Series break"
"MEX","Mexico","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",77.73291,,
"DEU","Germany","L6","Bachelor’s or equivalent education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",14.06404,,
"IRL","Ireland","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",78.35224,,
"EST","Estonia","L6","Bachelor’s or equivalent education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",25,,
"PRT","Portugal","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"BEL","Belgium","L5","Short-cycle tertiary education","F","Women","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"b; c","Series break; Data below the publication limit"
"G20","G20","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"LTU","Lithuania","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"ISR","Israel","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"c","Data below the publication limit"
"OAVG","OECD - Average","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,12.88212,,
"BEL","Belgium","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"b; c","Series break; Data below the publication limit"
"AUT","Austria","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",53.16749,,
"CHE","Switzerland","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"SWE","Sweden","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",22.5889,,
"COL","Colombia","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"SVN","Slovenia","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"AUS","Australia","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"CAN","Canada","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",26.54331,,
"SVN","Slovenia","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"POL","Poland","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"LTU","Lithuania","L6","Bachelor’s or equivalent education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"USA","United States","L6","Bachelor’s or equivalent education","T","Total","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",23.18595,,
"TUR","Turkey","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"NLD","Netherlands","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"TUR","Turkey","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"CAN","Canada","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",46.58746,,
"CHE","Switzerland","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"LUX","Luxembourg","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",13.45613,,
"NLD","Netherlands","L5","Short-cycle tertiary education","T","Total","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"USA","United States","L5","Short-cycle tertiary education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",65.2473,,
"ESP","Spain","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",18.16295,,
"CHL","Chile","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",45.47349,,
"PRT","Portugal","L5","Short-cycle tertiary education","F","Women","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"E22","European Union 22 members in OECD","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"ESP","Spain","L5","Short-cycle tertiary education","F","Women","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",53.62686,,
"AUT","Austria","L5","Short-cycle tertiary education","F","Women","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",52.90659,,
"LUX","Luxembourg","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",23.35168,,
"CHE","Switzerland","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",52.28171,"w","Includes data from another category"
"AUS","Australia","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"GBR","United Kingdom","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",57.14788,,
"ITA","Italy","L6","Bachelor’s or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",,"x","Data included in another category"
"CHL","Chile","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",43.63377,,
"HUN","Hungary","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"CZE","Czech Republic","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"MEX","Mexico","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",2.671625,,
"KOR","Korea","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",68.85931,,
