COUNTRY,Country,SEX,Gender,EDUCATION_FIELD,Field,MOBILITY,International mobility,EDUCATION_LEV,Education level,YEAR,Year,Value,Flag Codes,Flags
RUS,Russia,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
RUS,Russia,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
RUS,Russia,F,Female,F09,Health and welfare,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,191783,,
RUS,Russia,M,Male,F09,Health and welfare,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,94398,,
RUS,Russia,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
RUS,Russia,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
RUS,Russia,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
RUS,Russia,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
RUS,Russia,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
RUS,Russia,M,Male,F10,Services,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,279540,w,Includes data from another category
RUS,Russia,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
RUS,Russia,M,Male,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
RUS,Russia,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
RUS,Russia,F,Female,F10,Services,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,65382,,
RUS,Russia,M,Male,F10,Services,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,62900,,
RUS,Russia,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
RUS,Russia,M,Male,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
RUS,Russia,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
RUS,Russia,F,Female,F10,Services,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,67095,,
RUS,Russia,M,Male,F10,Services,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,80755,,
RUS,Russia,F,Female,F10,Services,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,328,,
RUS,Russia,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
RUS,Russia,M,Male,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
SVN,Slovenia,F,Female,F01,Education,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVN,Slovenia,M,Male,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVN,Slovenia,F,Female,F01,Education,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,3978.5,,
SVN,Slovenia,M,Male,F01,Education,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,487.5,,
SVN,Slovenia,M,Male,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,14.5,,
SVN,Slovenia,M,Male,F01,Education,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,382.5,,
SVN,Slovenia,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,11,,
SVN,Slovenia,M,Male,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,2,,
SVN,Slovenia,F,Female,F01,Education,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,120,,
SVN,Slovenia,M,Male,F01,Education,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,41,,
SVN,Slovenia,F,Female,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,21,,
SVN,Slovenia,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,2,,
SVN,Slovenia,M,Male,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,1,,
SVN,Slovenia,M,Male,F02,Arts and humanities,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,397,,
SVN,Slovenia,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,5,,
SVN,Slovenia,M,Male,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,1,,
SVN,Slovenia,F,Female,F02,Arts and humanities,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,2984,,
SVN,Slovenia,M,Male,F02,Arts and humanities,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1140,,
SVN,Slovenia,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,101,,
SVN,Slovenia,M,Male,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1,,
SVN,Slovenia,F,Female,F02,Arts and humanities,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1062.5,,
SVN,Slovenia,F,Female,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,85,,
SVN,Slovenia,F,Female,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,6,,
SVN,Slovenia,M,Male,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,4,,
SVN,Slovenia,M,Male,F02,Arts and humanities,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,211,,
SVN,Slovenia,F,Female,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,62,,
SVN,Slovenia,M,Male,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,5,,
SVN,Slovenia,F,Female,F03,"Social sciences, journalism and information",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVN,Slovenia,M,Male,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVN,Slovenia,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVN,Slovenia,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,324.5,,
SVN,Slovenia,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,17,,
SVN,Slovenia,F,Female,F03,"Social sciences, journalism and information",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1233.5,,
SVN,Slovenia,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,152,,
SVN,Slovenia,M,Male,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,77,,
SVN,Slovenia,F,Female,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,6,,
SVN,Slovenia,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,3,,
SVN,Slovenia,F,Female,F03,"Social sciences, journalism and information",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,99,,
SVN,Slovenia,M,Male,F03,"Social sciences, journalism and information",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,76,,
SVN,Slovenia,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
SVN,Slovenia,F,Female,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,32,,
SVN,Slovenia,M,Male,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,1,,
SVN,Slovenia,M,Male,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,139,,
SVN,Slovenia,F,Female,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,15,,
SVN,Slovenia,M,Male,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,14,,
SVN,Slovenia,M,Male,F04,"Business, administration and law",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1714,,
SVN,Slovenia,F,Female,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,289,,
SVN,Slovenia,F,Female,F04,"Business, administration and law",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,161,,
SVN,Slovenia,M,Male,F04,"Business, administration and law",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,153,,
SVN,Slovenia,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,63,,
SVN,Slovenia,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVN,Slovenia,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,2,,
SVN,Slovenia,F,Female,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1612.5,,
SVN,Slovenia,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1181,,
SVN,Slovenia,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,117,,
SVN,Slovenia,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,7,,
SVN,Slovenia,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,7,,
SVN,Slovenia,F,Female,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,766,,
SVN,Slovenia,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,472,,
SVN,Slovenia,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,29,,
SVN,Slovenia,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,2,,
SVN,Slovenia,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,240,,
SVN,Slovenia,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,45,,
SVN,Slovenia,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,50,,
SVN,Slovenia,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,1,,
SVN,Slovenia,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,2,,
SVN,Slovenia,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,103,,
SVN,Slovenia,F,Female,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,10,,
SVN,Slovenia,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,2,,
SVN,Slovenia,M,Male,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,167,,
SVN,Slovenia,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,7,,
SVN,Slovenia,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,87,,
SVN,Slovenia,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,393,,
SVN,Slovenia,F,Female,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,17,,
SVN,Slovenia,M,Male,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,41,,
SVN,Slovenia,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,1,,
SVN,Slovenia,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,89,,
SVN,Slovenia,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,1,,
SVN,Slovenia,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,57,,
SVN,Slovenia,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1602,,
SVN,Slovenia,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,4819,,
SVN,Slovenia,M,Male,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,12,,
SVN,Slovenia,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1220,,
SVN,Slovenia,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,2035,,
SVN,Slovenia,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,199,,
SVN,Slovenia,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,12,,
SVN,Slovenia,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,196,,
SVN,Slovenia,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,57,,
SVN,Slovenia,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,60,,
SVN,Slovenia,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,4,,
SVN,Slovenia,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,158,,
SVN,Slovenia,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,1,,
SVN,Slovenia,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,1,,
SVN,Slovenia,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,594,,
SVN,Slovenia,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,455,,
SVN,Slovenia,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,16,,
SVN,Slovenia,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,2,,
SVN,Slovenia,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,11,,
SVN,Slovenia,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,12,,
SVN,Slovenia,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,7,,
SVN,Slovenia,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,2,,
SVN,Slovenia,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,1,,
SVN,Slovenia,M,Male,F09,Health and welfare,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,34,,
SVN,Slovenia,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,2,,
SVN,Slovenia,M,Male,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVN,Slovenia,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVN,Slovenia,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVN,Slovenia,F,Female,F09,Health and welfare,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,4193,,
SVN,Slovenia,M,Male,F09,Health and welfare,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1073,,
SVN,Slovenia,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,13,,
SVN,Slovenia,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,3,,
SVN,Slovenia,F,Female,F09,Health and welfare,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,3056,,
SVN,Slovenia,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,13,,
SVN,Slovenia,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,2,,
SVN,Slovenia,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,48,,
SVN,Slovenia,M,Male,F10,Services,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,1242,,
SVN,Slovenia,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,56,,
SVN,Slovenia,M,Male,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,38,,
SVN,Slovenia,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,3,,
SVN,Slovenia,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,3,,
SVN,Slovenia,F,Female,F10,Services,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1677,,
SVN,Slovenia,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,124,,
SVN,Slovenia,M,Male,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,99,,
SVN,Slovenia,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,5,,
SVN,Slovenia,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,5,,
SVN,Slovenia,F,Female,F10,Services,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,400,,
SVN,Slovenia,M,Male,F10,Services,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,264,,
SVN,Slovenia,F,Female,F10,Services,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,25,,
SVN,Slovenia,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,5,,
SVN,Slovenia,M,Male,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,7,,
SVN,Slovenia,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,1,,
GRC,Greece,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,49,,
GBR,United Kingdom,M,Male,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,2167.04,,
SWE,Sweden,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1862.599,,
LVA,Latvia,M,Male,F10,Services,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,2167,,
CZE,Czech Republic,M,Male,F02,Arts and humanities,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,6112,,
AUS,Australia,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,m,Missing value; data cannot exist
SWE,Sweden,M,Male,F02,Arts and humanities,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1619.691,,
DEU,Germany,F,Female,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,17199,,
POL,Poland,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
FIN,Finland,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,638,,
USA,United States,M,Male,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
CHL,Chile,M,Male,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,14,,
CHE,Switzerland,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,33,,
IRL,Ireland,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
NOR,Norway,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,4202,,
LUX,Luxembourg,F,Female,F03,"Social sciences, journalism and information",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,11,,
POL,Poland,F,Female,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,15,,
NLD,Netherlands,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,119,,
BRA,Brazil,F,Female,F01,Education,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
ESP,Spain,M,Male,F01,Education,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,15971,,
ISR,Israel,M,Male,F02,Arts and humanities,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,2520,,
EST,Estonia,F,Female,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,m,Missing value; data cannot exist
COL,Colombia,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,438,,
TUR,Turkey,M,Male,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,2241,,
POL,Poland,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,5991,,
RUS,Russia,F,Female,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
ESP,Spain,F,Female,F10,Services,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,571,,
NOR,Norway,F,Female,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
FIN,Finland,F,Female,F04,"Business, administration and law",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,,m,Missing value; data cannot exist
CHE,Switzerland,F,Female,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
ISL,Iceland,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,8,,
USA,United States,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F04,"Business, administration and law",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,28961,,
BRA,Brazil,M,Male,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
AUT,Austria,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
LVA,Latvia,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
RUS,Russia,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
